,Unnamed: 0,text,favourite_count,retweet_count,created_at,len,Clean_text,Clean_text_length,sentiment,sentiment_analyser,compound_score,compound_score_sentiment
266,640,"Advance booking for Fast and Furious 9 preview is Now Open

BOOK YOUR TICKETS NOW ! 
https://t.co/fCBrAVEH3o
.
.
.
#PVR #PaidPreview #MoviePreview #FastandFurious9 #Fast9 #fastsaga #F9 @UniversalPics #dom #advancebookings #paidpreview #fastandfurious #fastandfurious9 https://t.co/fRe1Z4Sf7V",14,5,2021-08-29 07:58:42,291,advanc book fast furiou preview open book your ticket http fcbraveh #pvr #paidpreview #moviepreview #fastandfuri #fast #fastsaga #dom #advancebook #paidpreview #fastandfuri #fastandfuri http,190,"Sentiment(polarity=0.13333333333333333, subjectivity=0.5666666666666668)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
267,641,"✨ Fast And Furious 9 The Fast Saga (2021)

 HD🎬👉🏻 https://t.co/PukSOY84gM

🎥👉🏻 https://t.co/8zW4VDJ5GR

#hd4x #movie #เดอะฟาส9 #หนังเน็ตฟลิกซ์ #หนังมาใหม่ #รีวิวหนัง  #ซีรี่ย์เกาหลี #หนังดูฟรี #fastanfurious9 #ทวิตล่ม #ม็อบ28สิงหา #COVID https://t.co/4P02J0lvBg",0,0,2021-08-29 07:43:13,261,fast furiou fast saga http puksoy http #movi #fastanfuri #covid http lvbg,73,"Sentiment(polarity=0.2, subjectivity=0.6)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
268,642,Y'all didn't tell me Fast and Furious 9 was full of all these lies😭😭,1,0,2021-08-29 07:41:15,68,didn tell fast furiou full these lie,36,"Sentiment(polarity=0.275, subjectivity=0.575)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
269,643,"I’m sorry, but watching Fast and Furious 9 is like watching the development of the Saints Row games. This is fucking ridiculously funny and wild ride at the same time 😂",1,0,2021-08-29 07:30:35,168,sorri watch fast furiou like watch develop saint game thi fuck ridicul funni wild ride same time,96,"Sentiment(polarity=-0.10000000000000002, subjectivity=0.425)","{'neg': 0.167, 'neu': 0.714, 'pos': 0.119, 'compound': -0.25}",-0.25,Negative
270,646,Fast and the furious 9 is def one of my fav movies now,0,0,2021-08-29 05:51:39,54,fast furiou movi,16,"Sentiment(polarity=0.2, subjectivity=0.6)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
271,649,"The magic of the big screen awaits to take you on the Fastest ride ever!

Buckle up to hop on it with @vindiesel and get ready to see your favorite family in action with ‘Fast &amp; Furious 9’ releasing this Friday, 3rd September! 🏁📽️

Book your tickets: https://t.co/Jh9El2TK0h https://t.co/Nyt5pWeRvi",21,3,2021-08-29 05:00:00,302,magic screen await take fastest ride ever buckl with readi your favorit famili action with fast furiou releas thi friday septemb book your ticket http http pwervi,162,"Sentiment(polarity=0.26666666666666666, subjectivity=0.5666666666666668)","{'neg': 0.0, 'neu': 0.949, 'pos': 0.051, 'compound': 0.1027}",0.1027,Positive
272,650,I watched fast and furious 9 last night. And let me just say Paul Walker would be so disappointed. Really wish they would bring back the Racing 😭🤦🏻‍♂️,0,0,2021-08-29 04:29:45,150,watch fast furiou last night just paul walker would disappoint realli wish they would bring back race,101,"Sentiment(polarity=0.06666666666666667, subjectivity=0.2222222222222222)","{'neg': 0.132, 'neu': 0.735, 'pos': 0.132, 'compound': 0.0}",0.0,Neutral
273,651,@JohnCena @hulu @VacationFriends good luck in your project and I doubt very much that this movie is not good since in all the ones that appear it gives it a special touch like the fast and furious 9 very good movie the truth my bro,0,0,2021-08-29 04:14:55,231,good luck your project doubt veri much that thi movi good sinc one that appear give special touch like fast furiou veri good movi truth,135,"Sentiment(polarity=0.4761904761904761, subjectivity=0.5285714285714286)","{'neg': 0.065, 'neu': 0.439, 'pos': 0.496, 'compound': 0.9403}",0.9403,Positive
274,652,Fast and Furious 9 was so good,5,0,2021-08-29 03:07:44,30,fast furiou good,16,"Sentiment(polarity=0.44999999999999996, subjectivity=0.6000000000000001)","{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}",0.4404,Positive
275,653,"RT @blessedkamal: @IndiaEpson 1. BLaCK WiDoW 
2. No TiMe To DiE 
3. LoKi 
4. FaST AnD FuRiOUS 9
#BiGSCrEEN 
#CoNTeSTALeRT 
@IndiaEpson 
Joi…",0,7,2021-08-29 02:31:04,140,black widow time loki fast furiou #bigscreen #contestalert,58,"Sentiment(polarity=0.016666666666666677, subjectivity=0.5166666666666666)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
276,654,@TheFastSaga Fast and the Furious 9 is absolute trash. You even went out of your way to make Charlize Theron look like shit. Fuck you Fast 9. Fuck you. #F9 https://t.co/64TTE0bUmx,0,1,2021-08-29 02:02:59,179,fast furiou absolut trash even went your make charliz theron look like shit fuck fast fuck http bumx,100,"Sentiment(polarity=-0.12000000000000002, subjectivity=0.64)","{'neg': 0.391, 'neu': 0.517, 'pos': 0.092, 'compound': -0.8442}",-0.8442,Negative
277,655,“It’s like watching Fast and Furious 9 and expecting something different than the first 8.”,0,0,2021-08-29 01:17:37,91,like watch fast furiou expect someth differ than first,54,"Sentiment(polarity=0.225, subjectivity=0.4666666666666667)","{'neg': 0.0, 'neu': 0.762, 'pos': 0.238, 'compound': 0.3612}",0.3612,Positive
278,657,"@helloreilly That the 1st one?

9 fast and furious and I can go deep into each one

I can name exactly 6 of the 7,000 characters in LOTR",2,0,2021-08-29 00:53:18,136,that fast furiou deep into each name exactli charact lotr,57,"Sentiment(polarity=0.1, subjectivity=0.5)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
279,658,Fast and the Furious 9: How does it work? Magnets.,0,0,2021-08-29 00:34:29,50,fast furiou doe work magnet,27,"Sentiment(polarity=0.2, subjectivity=0.6)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
280,660,CTM SALE CARDI B EN FAST AND FURIOUS 9,1,0,2021-08-28 23:43:18,38,sale cardi fast furiou,22,"Sentiment(polarity=0.2, subjectivity=0.6)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
281,662,"How did the Fast and the Furious franchise go from illegal street racing to shootouts in the Mexican jungle? I get it, a lot can happen in 9 movies, but now the crew is speeding through a field full of landmines while John Cena watches.",0,0,2021-08-28 22:53:36,236,fast furiou franchis from illeg street race shootout mexican jungl happen movi crew speed through field full landmin while john cena watch,138,"Sentiment(polarity=0.18333333333333335, subjectivity=0.3833333333333333)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
282,664,I was telling my dad the ridiculousness of Fast and Furious 9 and then paused realising he knows I haven’t seen any of the 37 other films 🥴 https://t.co/HaTEOmv4ZH,0,0,2021-08-28 22:46:58,163,tell ridicul fast furiou then paus realis know haven seen other film http hateomv,81,"Sentiment(polarity=0.037500000000000006, subjectivity=0.4875)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
283,666,"Dune cost 165 million. Fast and Furious 9 cost 220 million.

Kinda nuts that most AAA games today cost as much- and in many cases- more (and in some cases WAY more) than the most expensive Hollywood blockbuster.",828,35,2021-08-28 22:39:14,211,dune cost million fast furiou cost million kinda nut that most game today cost much mani case more some case more than most expens hollywood blockbust,150,"Sentiment(polarity=0.2857142857142857, subjectivity=0.4571428571428572)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
284,667,Fast and Furious 9 making $700 million already doesn’t sit right with my spirit lmao,1,0,2021-08-28 22:19:25,84,fast furiou make million alreadi doesn right with spirit lmao,61,"Sentiment(polarity=0.3619047619047619, subjectivity=0.7119047619047619)","{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.6808}",0.6808,Positive
285,668,"9. ""Fast And Furious: Hobbs And Shaw"" (2019) 🚗

10. ""Fast And Furious 9"" (2021) 🚗

11. ""Hulk"" (2003)
Of #Marvel

12. ""The Incredible Hulk"" (2008)
Of #MarvelStudios 

🎬⭐ https://t.co/UjDAa4S8hj",0,0,2021-08-28 22:04:03,192,fast furiou hobb shaw fast furiou hulk #marvel incred hulk #marvelstudio http ujdaa,83,"Sentiment(polarity=0.2, subjectivity=0.6)","{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.4215}",0.4215,Positive
286,669,"Buggah me... Fast and furious 9, what happened!!! Where was the love of the nonsense comedy that your franchise had become... Was it Diesel? Is he to blame!?
What dross!",3,0,2021-08-28 21:46:46,169,buggah fast furiou what happen where love nonsens comedi that your franchis becom diesel blame what dross,105,"Sentiment(polarity=0.35, subjectivity=0.6)","{'neg': 0.111, 'neu': 0.694, 'pos': 0.194, 'compound': 0.4215}",0.4215,Positive
287,670,"I  dislike when movies and tv shows invent a long lost sibling we've never heard of. 
Like with Fast and Furious 9, 
I think the worst ever application of this in my opinion is empire, the whole Jeff kingsley storyline was so cringe, then they killed him off.",0,0,2021-08-28 21:03:09,259,dislik when movi show invent long lost sibl never heard like with fast furiou think worst ever applic thi opinion empir whole jeff kingsley storylin cring then they kill,169,"Sentiment(polarity=-0.16249999999999998, subjectivity=0.6)","{'neg': 0.346, 'neu': 0.654, 'pos': 0.0, 'compound': -0.9218}",-0.9218,Negative
288,671,finally watching fast and furious 9 and 30min in i’m sorry but this is so bad it’s funny,1,0,2021-08-28 20:40:49,88,final watch fast furiou sorri thi funni,39,"Sentiment(polarity=0.1, subjectivity=0.8)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
289,672,Fast and furious 9 is such ridiculous film OMG!!!,2,0,2021-08-28 20:39:51,49,fast furiou such ridicul film,29,"Sentiment(polarity=0.1, subjectivity=0.55)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
290,673,"my uber driver driving like we’re in fast and furious 9, and he’s driving a whole ass mini van. i want lily’s on my gravestone.",3,0,2021-08-28 19:11:27,127,uber driver drive like fast furiou drive whole mini want lili graveston,71,"Sentiment(polarity=0.2, subjectivity=0.5)","{'neg': 0.0, 'neu': 0.711, 'pos': 0.289, 'compound': 0.4703}",0.4703,Positive
291,674,@RamCinemas @RamCinemas fast and furious 9 realese eppo,0,0,2021-08-28 18:50:24,55,fast furiou reales eppo,23,"Sentiment(polarity=0.2, subjectivity=0.6)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
292,676,"@Sheepdogs1984 Most men are stubborn 🤣
I am going to relax today
I'm currently have a bunch of movies to watch 
(Quiet Place 2, looking forward to this)
(Fast and Furious 9)
(As always my favorite movie, Jaws)",0,0,2021-08-28 17:24:29,209,most stubborn go relax today current have bunch movi watch quiet place look forward thi fast furiou alway favorit movi jaw,122,"Sentiment(polarity=0.175, subjectivity=0.45833333333333337)","{'neg': 0.119, 'neu': 0.755, 'pos': 0.126, 'compound': 0.044}",0.044,Neutral
293,677,"@IGN @USAA Fast and Furious 9 proved once and for all that the franchise is no longer a street racing franchise, but a western live action anime.",2,0,2021-08-28 17:21:32,145,fast furiou prove onc that franchis longer street race franchis western live action anim,88,"Sentiment(polarity=0.1090909090909091, subjectivity=0.30000000000000004)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
294,678,Imagine having a bae anonyepa kunge fast and furious 9😅,0,0,2021-08-28 17:18:42,55,imagin have anonyepa kung fast furiou,37,"Sentiment(polarity=0.2, subjectivity=0.6)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
295,679,i hate how fast and furious 9 is just bringing back the OG people that were dead like its not the same vibe man,1,0,2021-08-28 17:17:46,111,hate fast furiou just bring back peopl that were dead like same vibe,68,"Sentiment(polarity=-0.16, subjectivity=0.40499999999999997)","{'neg': 0.39, 'neu': 0.488, 'pos': 0.122, 'compound': -0.7579}",-0.7579,Negative
296,680,RT @mrschristine: What an absolute nonsense F9 was. Just about still fun but really scraping the bottom of the barrel at this point! https:…,0,1,2021-08-28 16:29:32,140,what absolut nonsens just about still realli scrape bottom barrel thi point http,80,"Sentiment(polarity=0.0, subjectivity=0.0)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
297,681,They really spray tanned John Cena and told us he was Vin Diesel brother in Fast and Furious 9,0,0,2021-08-28 16:14:21,94,they realli spray tan john cena told diesel brother fast furiou,63,"Sentiment(polarity=0.2, subjectivity=0.6)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
298,682,How is it that avengers is a more believable movie than fast and furious 9,0,0,2021-08-28 16:08:59,74,that aveng more believ movi than fast furiou,44,"Sentiment(polarity=0.35, subjectivity=0.55)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
299,683,still love Fast and Furious 9 😍,0,0,2021-08-28 15:40:28,31,still love fast furiou,22,"Sentiment(polarity=0.35, subjectivity=0.6)","{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.6369}",0.6369,Positive
300,685,"@IndiaEpson 1) BLACK WIDOW
2) TO TIME TO DIE
3) LOKI
4) FAST AND FURIOUS 9

#BigScreen #Contestalert 
#Movies #TVWatch

Tagging 

@haarveenkaaur
@im_SARANG__
@anublue30",0,0,2021-08-28 14:50:48,168,black widow time loki fast furiou #bigscreen #contestalert #movi #tvwatch tag,77,"Sentiment(polarity=0.016666666666666677, subjectivity=0.5166666666666666)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
301,686,Fast and furious 9 na rubbish abeg,0,0,2021-08-28 14:49:53,34,fast furiou rubbish abeg,24,"Sentiment(polarity=0.2, subjectivity=0.6)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
302,690,"Yes! It's here! 
Advance booking for Fast and Furious 9 preview is now open!🔥
So hurry up! Book tickets now!
https://t.co/o5Ko0ggJ7m
#INOX #PaidPreview #MoviePreview #FastandFurious9 #Fast9
#FastSaga #F9 https://t.co/yccbGfl2Zr",47,6,2021-08-28 14:01:04,227,here advanc book fast furiou preview open hurri book ticket http #inox #paidpreview #moviepreview #fastandfuri #fast #fastsaga http yccbgfl,139,"Sentiment(polarity=0.13333333333333333, subjectivity=0.5666666666666668)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
303,691,WHO WAS GONNA TELL ME CARDI B WAS IN FAST AND FURIOUS 9?,1,0,2021-08-28 13:56:18,56,gonna tell cardi fast furiou,28,"Sentiment(polarity=0.2, subjectivity=0.6)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
304,692,de museo en fast and furious 9 🙄,0,0,2021-08-28 13:39:32,32,museo fast furiou,17,"Sentiment(polarity=0.2, subjectivity=0.6)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
305,693,"@IndiaEpson Dear Team
@IndiaEpson

1 ⭐ Black Widow
2 ⭐ Money Heist 
3 ⭐ Loki
4 ⭐ Fast and Furious 9

#BigScreen #Projector #Movies #TVShows #BingeWatch

TAGGING
@WadhanN
@mehra_pammi
@HridyaW
@skalsi394
@VadhanNaveen
@WadhanHaiyu
@anita_ramani
@JayPuri7
@pitroda_tarun
@RajniThacker",1,0,2021-08-28 13:38:30,282,dear team black widow money heist loki fast furiou #bigscreen #projector #movi #tvshow #bingewatch tag,102,"Sentiment(polarity=0.016666666666666677, subjectivity=0.5166666666666666)","{'neg': 0.0, 'neu': 0.843, 'pos': 0.157, 'compound': 0.3818}",0.3818,Positive
306,694,"Fast n Furious 9 is WILD. Like bruh, straight up wild. 

Cool seeing old characters and stuff, but damn 🤯🤯",1,0,2021-08-28 13:35:57,106,fast furiou wild like bruh straight wild cool see charact stuff damn,68,"Sentiment(polarity=0.19, subjectivity=0.48999999999999994)","{'neg': 0.155, 'neu': 0.46, 'pos': 0.385, 'compound': 0.4588}",0.4588,Positive
307,695,@clumsystiggy @JurassicSouls The dominion trailer that was exclusive to IMAX theaters if you saw Fast and Furious 9,4,0,2021-08-28 13:14:14,115,dominion trailer that exclus imax theater fast furiou,53,"Sentiment(polarity=0.2, subjectivity=0.6)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
308,696,"Fast 9 makes me miss the first couple fast and furious movies, you know when it was relatable and cool.",0,0,2021-08-28 12:49:57,103,fast make miss first coupl fast furiou movi know when relat cool,64,"Sentiment(polarity=0.25, subjectivity=0.5458333333333333)","{'neg': 0.115, 'neu': 0.719, 'pos': 0.165, 'compound': 0.1779}",0.1779,Positive
309,697,Come hangout with me &gt; fast and furious 9 on #BIGOLIVE https://t.co/PaZVQrYmxd https://t.co/5BROzKTcg7,0,0,2021-08-28 12:40:15,105,come hangout with fast furiou #bigol http pazvqrymxd http brozktcg,66,"Sentiment(polarity=0.2, subjectivity=0.6)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
310,698,Come hangout with me &gt; fast and furious 9 on #BIGOLIVE https://t.co/NHSnl10Lfv https://t.co/3Lg7JzECKU,0,0,2021-08-28 12:34:28,105,come hangout with fast furiou #bigol http nhsnl http jzecku,59,"Sentiment(polarity=0.2, subjectivity=0.6)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
311,699,What an absolute nonsense F9 was. Just about still fun but really scraping the bottom of the barrel at this point! https://t.co/W7nSXGGqTw,0,1,2021-08-28 11:30:01,138,what absolut nonsens just about still realli scrape bottom barrel thi point http nsxggqtw,89,"Sentiment(polarity=0.0, subjectivity=0.0)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
312,700,fast and furious 9... one of the worst movies ever seen.,0,0,2021-08-28 11:09:48,56,fast furiou worst movi ever seen,32,"Sentiment(polarity=-0.4, subjectivity=0.8)","{'neg': 0.451, 'neu': 0.549, 'pos': 0.0, 'compound': -0.6249}",-0.6249,Negative
313,701,"RT @thelifeofrohit: 1. Black Widow
2. Money Heist 
3. Loki
4. Fast and Furious 9 : The Fast Saga

#ContestAlert #BigScreen @IndiaEpson

Tak…",0,1,2021-08-28 09:22:38,140,black widow money heist loki fast furiou fast saga #contestalert #bigscreen,75,"Sentiment(polarity=0.07777777777777779, subjectivity=0.5444444444444444)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
314,702,"4 movies I watched that should had been watched at movie theaters than stream are Space Jam: A New Legacy, Black Widow, Fast &amp; Furious 9 (Fast 9) and Wonder Woman 1984. More to come due to closure of movie theaters.",0,0,2021-08-28 09:20:09,219,movi watch that should been watch movi theater than stream space legaci black widow fast furiou fast wonder woman more come closur movi theater,143,"Sentiment(polarity=0.18333333333333335, subjectivity=0.5333333333333333)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
315,703,@Geechee4Kamala Fast and Furious 9 has entered the chat. https://t.co/yT34AaII26,3,0,2021-08-28 08:59:38,80,fast furiou enter chat http aaii,32,"Sentiment(polarity=0.2, subjectivity=0.6)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
316,704,"@IndiaEpson 1. Black Widow
2. Money Heist 
3. Loki
4. Fast and Furious 9 : The Fast Saga

#ContestAlert #BigScreen @IndiaEpson

Take part in this contest by @IndiaEpson to win Amazon vouchers!

Join guys!

@ShishtBalak 
@Jayesh48622403 
@nerdy_fanboy",2,0,2021-08-28 08:59:16,250,black widow money heist loki fast furiou fast saga #contestalert #bigscreen take part thi contest amazon voucher join guy,121,"Sentiment(polarity=0.07777777777777779, subjectivity=0.5444444444444444)","{'neg': 0.0, 'neu': 0.813, 'pos': 0.187, 'compound': 0.4404}",0.4404,Positive
317,705,"1. Black Widow
2. Money Heist 
3. Loki
4. Fast and Furious 9 : The Fast Saga

#ContestAlert #BigScreen @IndiaEpson

Take part in this contest by @IndiaEpson to win Amazon vouchers!

Join guys!

@ShishtBalak 
@Jayesh48622403 
@nerdy_fanboy https://t.co/7S6c9re19B",2,1,2021-08-28 08:59:00,262,black widow money heist loki fast furiou fast saga #contestalert #bigscreen take part thi contest amazon voucher join guy http,126,"Sentiment(polarity=0.07777777777777779, subjectivity=0.5444444444444444)","{'neg': 0.0, 'neu': 0.822, 'pos': 0.178, 'compound': 0.4404}",0.4404,Positive
318,706,FAST AND FURIOUS 9 SAID FUCK THE EARTH ITS NOT FAST ENOUGH WE GOING TO SPACE,3,0,2021-08-28 08:29:57,76,fast furiou said fuck earth fast enough go space,48,"Sentiment(polarity=0.0, subjectivity=0.575)","{'neg': 0.304, 'neu': 0.696, 'pos': 0.0, 'compound': -0.5423}",-0.5423,Negative
319,707,"Honestly, Fast and furious 9 is the worst one I’ve seen. Wow",0,0,2021-08-28 08:25:45,60,honestli fast furiou worst seen,31,"Sentiment(polarity=-0.4, subjectivity=0.8)","{'neg': 0.506, 'neu': 0.494, 'pos': 0.0, 'compound': -0.6249}",-0.6249,Negative
320,708,@FrostySnow0__0 Fast and Furious 9 made 700mil Spider-Man is hitting a billion no doubt,1,0,2021-08-28 06:05:56,87,fast furiou made spider hit billion doubt,41,"Sentiment(polarity=0.2, subjectivity=0.6)","{'neg': 0.294, 'neu': 0.706, 'pos': 0.0, 'compound': -0.3612}",-0.3612,Negative
321,709,"RT @INOXMovies: 1 week to go! 
Fast and Furious 9 is all set to crash the screens of INOX on 3rd September.
Experience the thrill only on t…",0,5,2021-08-28 05:36:35,140,week fast furiou crash screen inox septemb experi thrill onli,61,"Sentiment(polarity=0.2, subjectivity=0.6)","{'neg': 0.205, 'neu': 0.606, 'pos': 0.189, 'compound': -0.0516}",-0.0516,Negative
322,710,Definitely sure today is the day I see Fast and Furious 9.,1,0,2021-08-28 05:21:04,58,definit sure today fast furiou,30,"Sentiment(polarity=0.35, subjectivity=0.7444444444444445)","{'neg': 0.0, 'neu': 0.635, 'pos': 0.365, 'compound': 0.3182}",0.3182,Positive
323,711,June Diane Raphael's read on the concept of family in 'Fast and the Furious 9' on 'How Did This Get Made' is one of the best critical takes on the series,3,0,2021-08-28 04:43:45,153,june dian raphael read concept famili fast furiou thi made best critic take seri,80,"Sentiment(polarity=0.6, subjectivity=0.44999999999999996)","{'neg': 0.115, 'neu': 0.656, 'pos': 0.23, 'compound': 0.4767}",0.4767,Positive
324,712,"🎥Movies already watched and my rating for each
-Black widow 8/10
-Sweet Girl 8/10
-Snake Eyes 7/10
-Fast and Furious 9 10/10

#movies #movie",2,0,2021-08-28 04:08:57,140,movi alreadi watch rate each black widow sweet girl snake eye fast furiou #movi #movi,85,"Sentiment(polarity=0.12777777777777777, subjectivity=0.5611111111111112)","{'neg': 0.0, 'neu': 0.824, 'pos': 0.176, 'compound': 0.4588}",0.4588,Positive
325,713,"@IndiaEpson #ContestAlert #BigScreen 

1. Black Widow
2. No time to die
3. Loki 
4. Fast and furious 9 
@IndiaEpson
✅ Followed on all social media platforms

Tagging
@surindersuri99 @blessed_kulwant @typical_kaur @decent_waryam https://t.co/552khORIte",0,0,2021-08-28 03:48:05,251,#contestalert #bigscreen black widow time loki fast furiou follow social media platform tag http khorit,103,"Sentiment(polarity=0.022222222222222227, subjectivity=0.36666666666666664)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
326,715,Fast and Furious 9 is literally the best movie of all time,1,0,2021-08-28 03:42:28,58,fast furiou liter best movi time,32,"Sentiment(polarity=0.6, subjectivity=0.44999999999999996)","{'neg': 0.0, 'neu': 0.543, 'pos': 0.457, 'compound': 0.6369}",0.6369,Positive
327,716,"...
I just realised a long ass conversation i had about Jurrasic Park being one of the last good Blockbusters and the beginning of cinemas decline into Fast &amp; Furious 9 existing, was a fewkin dream... XD",0,0,2021-08-28 03:39:12,207,just realis long convers about jurras park be last good blockbust begin cinema declin into fast furiou exist fewkin dream,121,"Sentiment(polarity=0.21249999999999997, subjectivity=0.41666666666666674)","{'neg': 0.0, 'neu': 0.786, 'pos': 0.214, 'compound': 0.5994}",0.5994,Positive
328,719,besties do you have link for fast and furious 9?,0,0,2021-08-28 03:17:57,48,besti have link fast furiou,27,"Sentiment(polarity=0.2, subjectivity=0.6)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
329,720,"@IndiaEpson My entry team @IndiaEpson  .
1. Black Widow
2. No Time To Die
3. Loki
4. Fast and Furious 9
#BigScreen #Projector #Movies #TVShows #BingeWatch #Epson 
@amitg2409 @GarvGupta_ji_ @vivekreshu",3,0,2021-08-28 03:12:30,200,entri team black widow time loki fast furiou #bigscreen #projector #movi #tvshow #bingewatch #epson,99,"Sentiment(polarity=0.016666666666666677, subjectivity=0.5166666666666666)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
330,721,"@IndiaEpson 1. Black Widow
2. No Time To Die
3. Loki
4. Fast and Furious 9
#BigScreen #Projector #Movies #TVShows #BingeWatch #Epson 
@parulpihu @GarvGupta_ji_ @AmitGup22635587 @IndiaEpson",3,0,2021-08-28 02:58:02,188,black widow time loki fast furiou #bigscreen #projector #movi #tvshow #bingewatch #epson,88,"Sentiment(polarity=0.016666666666666677, subjectivity=0.5166666666666666)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
331,722,"RT @JurassicAddict: @DragonsAblaze No, it’s just HD ish footage I got my hands on the IMAX trailer that was shown exclusively in the IMAX v…",0,1,2021-08-28 02:51:29,140,just footag hand imax trailer that shown exclus imax,52,"Sentiment(polarity=0.0, subjectivity=0.0)","{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.4939}",0.4939,Positive
332,723,"@IndiaEpson #BigScreen #Projector #Movies #TVShows #BingeWatch
1. Black Widow
2. No Time To Die
3. Loki
4. Fast and Furious 9   
@IndiaEpson @VHetal @zaffna @7thNovember @DantusHelen @Nive1109",1,0,2021-08-28 02:41:33,192,#bigscreen #projector #movi #tvshow #bingewatch black widow time loki fast furiou,81,"Sentiment(polarity=0.016666666666666677, subjectivity=0.5166666666666666)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
333,724,"John Cena has been busy ..busy .
Dropping gems like Fast and Furious 9,Suicide Squad and Vacation Friends. Now We Can See Him.@JohnCena https://t.co/WxkBmspJMg",1,0,2021-08-28 02:14:19,159,john cena been busi busi drop gem like fast furiou suicid squad vacat friend http wxkbmspjmg,92,"Sentiment(polarity=0.2, subjectivity=0.6)","{'neg': 0.101, 'neu': 0.625, 'pos': 0.274, 'compound': 0.5574}",0.5574,Positive
334,725,"F9 First Reactions Call New Fast  Furious a Chaotic, Action-Packed Slice of Escapism |  #movies #entertainment https://t.co/Q81VGgPTFA",0,0,2021-08-28 02:12:56,134,first reaction call fast furiou chaotic action pack slice escap #movi #entertain http vggptfa,93,"Sentiment(polarity=0.18333333333333335, subjectivity=0.3444444444444445)","{'neg': 0.183, 'neu': 0.686, 'pos': 0.131, 'compound': -0.2263}",-0.2263,Negative
